mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.6298604965209961,0.02505813476835296,0.07992677688598633,0.008071583327766356,True,,,sqrt,1,2,200,42,"{'bootstrap': True, 'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'random_state': 42}",0.840630472854641,0.8377896613190731,0.8571428571428571,0.8581560283687943,0.8694158075601375,0.8526269654491007,0.011805849926242945,94
1.5296937942504882,0.009226801536372429,0.14260225296020507,0.011874750253935133,True,,,sqrt,1,2,400,42,"{'bootstrap': True, 'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400, 'random_state': 42}",0.8397212543554007,0.8428571428571429,0.8615916955017301,0.8601769911504424,0.8655172413793103,0.8539728650488053,0.010549673646273,39
0.6355234622955322,0.03768964554382059,0.07698240280151367,0.010441230101302353,True,,,sqrt,1,5,200,42,"{'bootstrap': True, 'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200, 'random_state': 42}",0.8397212543554007,0.8306595365418895,0.8620689655172413,0.8621908127208481,0.8650519031141869,0.8519384944499133,0.014012515591064824,115
1.7762850761413573,0.11516497516430921,0.18050599098205566,0.018474058926038314,True,,,sqrt,1,5,400,42,"{'bootstrap': True, 'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 400, 'random_state': 42}",0.8411867364746946,0.8348134991119005,0.8586206896551725,0.8641975308641975,0.8685121107266436,0.8534661133665218,0.013166762169713355,65
0.9241548538208008,0.026501916473437685,0.13332023620605468,0.03938694234187624,True,,,sqrt,2,2,200,42,"{'bootstrap': True, 'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200, 'random_state': 42}",0.8385964912280702,0.8300536672629696,0.8605851979345955,0.8551236749116607,0.8626086956521739,0.849393545397894,0.012832263494877505,142
1.6344595432281495,0.03258030671165515,0.19243369102478028,0.013042853772577495,True,,,sqrt,2,2,400,42,"{'bootstrap': True, 'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 400, 'random_state': 42}",0.840630472854641,0.8372093023255814,0.8581314878892734,0.8571428571428571,0.8665511265164645,0.8519330493457635,0.011169493090385894,116
0.9271199226379394,0.10450447195096495,0.14540882110595704,0.02469624205935186,True,,,sqrt,2,5,200,42,"{'bootstrap': True, 'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200, 'random_state': 42}",0.8461538461538461,0.8377896613190731,0.8620689655172413,0.856637168141593,0.8596187175043327,0.8524536717272172,0.009121561285336977,102
1.6858935356140137,0.10426265515688977,0.16129422187805176,0.033394925309949634,True,,,sqrt,2,5,400,42,"{'bootstrap': True, 'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 400, 'random_state': 42}",0.8421052631578947,0.8351254480286738,0.8650519031141869,0.856637168141593,0.8650519031141869,0.8527943371113071,0.01217956602144061,91
0.7405825614929199,0.08465028277320433,0.13321800231933595,0.02528822158977365,True,,,log2,1,2,200,42,"{'bootstrap': True, 'class_weight': None, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'random_state': 42}",0.837696335078534,0.8430335097001763,0.8626086956521739,0.8546099290780141,0.8615916955017301,0.8519080330021257,0.009963004212279997,117
1.6689223289489745,0.12326941364705896,0.23582940101623534,0.04478030970473198,True,,,log2,1,2,400,42,"{'bootstrap': True, 'class_weight': None, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400, 'random_state': 42}",0.8426573426573427,0.8374558303886925,0.8556521739130435,0.8601769911504424,0.8586206896551725,0.8509126055529388,0.009131714762988671,135
0.8243940353393555,0.09738006928292403,0.12372584342956543,0.02135564376311564,True,,,log2,1,5,200,42,"{'bootstrap': True, 'class_weight': None, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200, 'random_state': 42}",0.8432055749128919,0.8409893992932862,0.8615916955017301,0.8591549295774648,0.8674698795180723,0.8544822957606891,0.01049073011260732,20
1.7258832454681396,0.09791339295203719,0.14746246337890626,0.030741757905151,True,,,log2,1,5,400,42,"{'bootstrap': True, 'class_weight': None, 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 400, 'random_state': 42}",0.8411867364746946,0.8430335097001763,0.8586206896551725,0.863716814159292,0.8694158075601375,0.8551947115098948,0.011231396411243835,9
