dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn,profit
smotenc,0.5,0.5417322834645669,0.7211740041928721,0.6187050359712231,0.8986237211016023,0.6527357291691116,344,291,133,2315,8865
