dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn
smotenc,0.15848484848484848,0.38619402985074625,0.8679245283018868,0.5345384118786314,0.8945277870291265,0.6388532001106805,414,658,63,1948
