dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn,profit
raw,0.5,0.6792929292929293,0.5639412997903563,0.6162657502863689,0.9111661365241636,0.6816383109891512,269,127,208,2479,7435
