dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn,profit
under,0.5,0.5749588138385503,0.7316561844863732,0.6439114391143912,0.9024586062481195,0.6422884765501937,349,258,128,2348,9180
