dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn
raw,0.16838383838383839,0.5054945054945055,0.7714884696016772,0.6107883817427386,0.9019284637451713,0.6649948016378344,368,360,109,2246
