dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn
under,0.1485858585858586,0.2488986784140969,0.9475890985324947,0.39424334932402966,0.864887672537653,0.5895241369273578,452,1364,25,1242
