mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.1168747901916504,0.026917919160299623,0.002705240249633789,0.00024195652456112136,0.1,,l1,saga,"{'C': 0.1, 'class_weight': None, 'penalty': 'l1', 'solver': 'saga'}",0.7947269303201506,0.8105065666041276,0.8105065666041276,0.8360957642725598,0.8311688311688312,0.8166009317939593,0.015132922389117981,5
0.008207893371582032,0.00039912696070020415,0.0025013446807861327,0.0004473984091800996,0.1,,l2,liblinear,"{'C': 0.1, 'class_weight': None, 'penalty': 'l2', 'solver': 'liblinear'}",0.7985212569316081,0.8097928436911488,0.7940630797773655,0.8354430379746836,0.8256880733944955,0.8127016583538603,0.015765525181587955,9
0.10937819480895997,0.004873174074683578,0.002800178527832031,0.00040004257295020516,0.1,,l2,saga,"{'C': 0.1, 'class_weight': None, 'penalty': 'l2', 'solver': 'saga'}",0.7992565055762082,0.8075471698113208,0.7955390334572491,0.8378870673952641,0.8256880733944955,0.8131835699269075,0.01614736628097988,7
0.00770716667175293,0.0007491449934855239,0.0026000499725341796,0.0004898624643296147,0.1,balanced,l1,liblinear,"{'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.8164794007490637,0.8060263653483992,0.8403669724770643,0.8296296296296296,0.8185004736408313,0.014859054631020344,3
0.11448140144348144,0.02636512576414834,0.0030031204223632812,0.0003187847024757433,0.1,balanced,l1,saga,"{'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'saga'}",0.7947269303201506,0.8105065666041276,0.8105065666041276,0.8360957642725598,0.8311688311688312,0.8166009317939593,0.015132922389117981,5
0.007810401916503906,0.00040171526680612914,0.002801322937011719,0.0003996623264288942,0.1,balanced,l2,liblinear,"{'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'liblinear'}",0.7985212569316081,0.8097928436911488,0.7940630797773655,0.8354430379746836,0.8256880733944955,0.8127016583538603,0.015765525181587955,9
0.09844627380371093,0.006686620788456645,0.002803516387939453,0.0005093796376487742,0.1,balanced,l2,saga,"{'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'saga'}",0.7992565055762082,0.8075471698113208,0.7955390334572491,0.8378870673952641,0.8256880733944955,0.8131835699269075,0.01614736628097988,7
0.010512161254882812,0.0015482838160313778,0.0023056983947753905,0.00040199384378784766,1.0,,l1,liblinear,"{'C': 1.0, 'class_weight': None, 'penalty': 'l1', 'solver': 'liblinear'}",0.8037037037037037,0.8045112781954887,0.7910447761194029,0.8348457350272233,0.8248175182481752,0.8117846022587987,0.015811485043657817,13
0.8138657569885254,0.21501250427611382,0.0025664806365966798,0.0005016865039650732,1.0,,l1,saga,"{'C': 1.0, 'class_weight': None, 'penalty': 'l1', 'solver': 'saga'}",0.7992565055762082,0.8082706766917294,0.7925233644859813,0.8363636363636363,0.8269581056466302,0.8126744577528371,0.016557180125288246,11
0.010406732559204102,0.00019896043996880567,0.002702140808105469,0.00039976525824500915,1.0,,l2,liblinear,"{'C': 1.0, 'class_weight': None, 'penalty': 'l2', 'solver': 'liblinear'}",0.8014842300556586,0.8030018761726079,0.7895716945996276,0.8354430379746836,0.8209764918625678,0.810095466133029,0.016165356305734648,18
0.49862079620361327,0.052567002656390735,0.0021782875061035155,0.0003932180199261322,1.0,,l2,saga,"{'C': 1.0, 'class_weight': None, 'penalty': 'l2', 'solver': 'saga'}",0.8037037037037037,0.8030018761726079,0.7895716945996276,0.8354430379746836,0.8209764918625678,0.8105393608626381,0.015951863527341438,15
0.010014152526855469,0.0017868747537423911,0.0023064613342285156,0.00040420951796982533,1.0,balanced,l1,liblinear,"{'C': 1.0, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'liblinear'}",0.8037037037037037,0.8045112781954887,0.7910447761194029,0.8348457350272233,0.8248175182481752,0.8117846022587987,0.015811485043657817,13
0.814604377746582,0.14537831862744624,0.002725839614868164,0.0006799565289878016,1.0,balanced,l1,saga,"{'C': 1.0, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'saga'}",0.7992565055762082,0.8082706766917294,0.7925233644859813,0.8363636363636363,0.8269581056466302,0.8126744577528371,0.016557180125288246,11
0.010773944854736327,0.0008014101895524859,0.0029225826263427736,0.0004972023692560505,1.0,balanced,l2,liblinear,"{'C': 1.0, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'liblinear'}",0.8029739776951673,0.8030018761726079,0.7895716945996276,0.8354430379746836,0.8209764918625678,0.8103934156609307,0.016016941428632886,17
0.48694591522216796,0.04461376068877418,0.0023937225341796875,0.00047928460970366154,1.0,balanced,l2,saga,"{'C': 1.0, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'saga'}",0.8037037037037037,0.8030018761726079,0.7895716945996276,0.8354430379746836,0.8209764918625678,0.8105393608626381,0.015951863527341438,15
0.01186366081237793,0.0012935806377803278,0.0023952484130859374,0.0004972835847590597,10,,l1,liblinear,"{'C': 10, 'class_weight': None, 'penalty': 'l1', 'solver': 'liblinear'}",0.8044280442804428,0.8074766355140187,0.7851851851851852,0.8309352517985612,0.8158844765342961,0.8087819186625008,0.014957822798732387,22
2.997900676727295,0.21225577390867562,0.0025206089019775392,0.00085580868081127,10,,l1,saga,"{'C': 10, 'class_weight': None, 'penalty': 'l1', 'solver': 'saga'}",0.8044280442804428,0.8074766355140187,0.7866419294990723,0.8309352517985612,0.8137432188065099,0.8086450159797209,0.014325711590162903,24
0.013012552261352539,0.0010949116365350556,0.0023048877716064452,0.000403435195248893,10,,l2,liblinear,"{'C': 10, 'class_weight': None, 'penalty': 'l2', 'solver': 'liblinear'}",0.8066298342541437,0.8052434456928839,0.7866419294990723,0.8309352517985612,0.8137432188065099,0.8086387360102343,0.014301143592110396,25
1.6368442535400392,0.10233793947858189,0.002588367462158203,0.00037793667964156557,10,,l2,saga,"{'C': 10, 'class_weight': None, 'penalty': 'l2', 'solver': 'saga'}",0.8066298342541437,0.8052434456928839,0.7866419294990723,0.8309352517985612,0.8158844765342961,0.8090669875557914,0.014478546573492783,19
0.013289690017700195,0.002084821051733609,0.0025032520294189452,0.00044630028711500485,10,balanced,l1,liblinear,"{'C': 10, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.8074766355140187,0.7851851851851852,0.8309352517985612,0.8158844765342961,0.8078963098064122,0.015316178847359528,36
3.013394832611084,0.22493280468857288,0.0028878211975097655,0.000481698093394818,10,balanced,l1,saga,"{'C': 10, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'saga'}",0.8022181146025879,0.8074766355140187,0.7866419294990723,0.8309352517985612,0.8137432188065099,0.8082030300441501,0.014482234054076799,32
0.014519691467285156,0.0008171176069489357,0.0026041507720947266,0.00037362985013546365,10,balanced,l2,liblinear,"{'C': 10, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'liblinear'}",0.8044280442804428,0.8052434456928839,0.7866419294990723,0.8309352517985612,0.8137432188065099,0.8081983780154941,0.014389845051082747,33
1.6248900890350342,0.10842135588667358,0.002656078338623047,0.0005734200601709506,10,balanced,l2,saga,"{'C': 10, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'saga'}",0.8044280442804428,0.8052434456928839,0.7866419294990723,0.8309352517985612,0.8158844765342961,0.8086266295610514,0.014579108731897914,26
0.013110637664794922,0.002783321370227998,0.0025040149688720704,0.0004507175854636136,100,,l1,liblinear,"{'C': 100, 'class_weight': None, 'penalty': 'l1', 'solver': 'liblinear'}",0.8044280442804428,0.8074766355140187,0.7866419294990723,0.8309352517985612,0.8144144144144144,0.8087792551013019,0.014375912133489056,23
3.836246109008789,0.1933765687781517,0.0022703170776367187,0.0004042041627972405,100,,l1,saga,"{'C': 100, 'class_weight': None, 'penalty': 'l1', 'solver': 'saga'}",0.8044280442804428,0.8074766355140187,0.7874306839186691,0.8309352517985612,0.8144144144144144,0.8089370059852212,0.014134426966544572,20
0.01761932373046875,0.0029274959201025736,0.0019062519073486327,0.0001992981161643491,100,,l2,liblinear,"{'C': 100, 'class_weight': None, 'penalty': 'l2', 'solver': 'liblinear'}",0.8044280442804428,0.8052434456928839,0.7874306839186691,0.8309352517985612,0.8144144144144144,0.8084903680209943,0.014208605890286625,27
2.7419968605041505,0.17210168244699497,0.002691650390625,0.00039607334370149976,100,,l2,saga,"{'C': 100, 'class_weight': None, 'penalty': 'l2', 'solver': 'saga'}",0.8044280442804428,0.8052434456928839,0.7851851851851852,0.8309352517985612,0.8144144144144144,0.8080412682742976,0.014886471753479971,34
0.014130210876464844,0.0024894468811617583,0.002499294281005859,0.0004503519180658517,100,balanced,l1,liblinear,"{'C': 100, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'liblinear'}",0.8022181146025879,0.8074766355140187,0.7866419294990723,0.8309352517985612,0.8144144144144144,0.808337269165731,0.014535976193906485,31
3.7930425643920898,0.18771890604978456,0.002079677581787109,0.00021469533608845174,100,balanced,l1,saga,"{'C': 100, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'saga'}",0.8044280442804428,0.8074766355140187,0.7874306839186691,0.8309352517985612,0.8144144144144144,0.8089370059852212,0.014134426966544572,20
0.017004871368408205,0.002051336776305587,0.0026186466217041015,0.0005821009134349305,100,balanced,l2,liblinear,"{'C': 100, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'liblinear'}",0.8044280442804428,0.8052434456928839,0.7874306839186691,0.8309352517985612,0.8144144144144144,0.8084903680209943,0.014208605890286625,27
2.7335596084594727,0.14864347788891363,0.002797555923461914,0.0007103724578769441,100,balanced,l2,saga,"{'C': 100, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'saga'}",0.8044280442804428,0.8074766355140187,0.7851851851851852,0.8309352517985612,0.8144144144144144,0.8084879062385244,0.014829219655378048,29
