dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn
under,0.2772727272727273,0.23206106870229007,0.9559748427672956,0.37346437346437344,0.8834462802338097,0.6092523787161299,456,1509,21,1097
