dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn
raw,0.46535353535353535,0.5594294770206022,0.740041928721174,0.6371841155234657,0.8422323263039174,0.5748478458884989,353,278,124,2328
