dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn,profit
smotenc,0.5,0.5066006600660066,0.6436058700209644,0.566943674976916,0.8544079056394612,0.5792790752851121,307,299,170,2307,7715
