dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn,profit
raw,0.5,0.5093795093795094,0.740041928721174,0.6034188034188034,0.89611781230542,0.6204900354604602,353,340,124,2266,8890
