dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn
smotenc,0.15848484848484848,0.2687224669603524,0.8951781970649895,0.4133591481122943,0.8552332868352504,0.5801933584495588,427,1162,50,1444
