dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn,profit
under,0.5,0.5129310344827587,0.7484276729559748,0.6086956521739131,0.8998263964307492,0.6223929998843545,357,339,120,2267,9015
