dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn,profit
smotenc,0.5,0.6018018018018018,0.70020964360587,0.6472868217054264,0.9190840843015071,0.6883188808083839,334,221,143,2385,8915
