dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn,profit
under,0.5,0.5122897800776197,0.8301886792452831,0.6336,0.9232097835827979,0.7027271623788997,396,377,81,2229,9995
