dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn
smotenc,0.029797979797979796,0.43402061855670104,0.8825995807127882,0.5818935729094679,0.9093440230656236,0.6773600235543406,421,549,56,2057
