dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn,profit
raw,0.5,0.7087628865979382,0.5765199161425576,0.6358381502890174,0.9247563677435237,0.7217935889725849,275,113,202,2493,7685
