dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn
raw,0.23767676767676768,0.47344110854503463,0.859538784067086,0.6105733432613552,0.9237801493409018,0.7156032198329131,410,456,67,2150
