dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn,profit
raw,0.5,0.7629179331306991,0.5262054507337526,0.6228287841191067,0.909284894880545,0.6968651294142816,251,78,226,2528,7140
