dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn,profit
smotenc,0.5,0.6050269299820467,0.7064989517819706,0.6518375241779497,0.9081035378766305,0.6348680859240938,337,220,140,2386,9010
