dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn
smotenc,0.23767676767676768,0.46629213483146065,0.870020964360587,0.6071689831748354,0.9099719080785995,0.6377672880792004,415,475,62,2131
