dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn
raw,0.24757575757575756,0.4795799299883314,0.8616352201257862,0.616191904047976,0.9193547868087031,0.7025541960062162,411,446,66,2160
