dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn
under,0.18818181818181817,0.23647294589178355,0.989517819706499,0.38172260412454506,0.9138610946195764,0.660769585173524,472,1524,5,1082
