dataset,threshold_used,precision,recall,f1_score,roc_auc,pr_auc,tp,fp,fn,tn,profit
under,0.5,0.5089974293059126,0.8301886792452831,0.6310756972111554,0.9146498726531742,0.6675298143407135,396,382,81,2224,9970
